206.168.142.132	1029	206-168-142-132.att.com	AT&T Corp.	AS7018				407 Proxy Authentication Required	
2001:1890:1ff:406:32:65:198:118	443	VUSTULA2.att.com	AT&T Enterprises, LLC	AS7018					
2001:1890:1ff:40c:32:65:198:214	443	VUSSNDA2.att.com	AT&T Enterprises, LLC	AS7018					
2001:d80:1ff:402:32:64:164:37	443	VAUSYDA1.att.com	AT&T GNS	AS2687					
2001:d80:1ff:402:32:64:164:38	443	VAUSYDA2.att.com	AT&T GNS	AS2687					
2001:1890:e080:a2a:32:65:34:24	443	VUSDLSA4.att.com	AT&T Enterprises, LLC	AS7018					
2607:f9a8:1ff:400:32:64:172:22	443	VCACLGA2.att.com	AT&T Enterprises, LLC	AS2685					
2001:1890:1c00:6116::f:2005	443	edp-test.att.com;servicenow-test.att.com;scmintegration-apiservice-test.att.com;appt-test.az.cloud.att.com;attnow-onprem-dev.att.com	AT&T Enterprises, LLC	AS7018				Request Rejected	
2001:1890:1ff:40c:32:65:198:215	443	VUSSNDA3.att.com	AT&T Enterprises, LLC	AS7018					
2001:1890:1ff:402:32:65:198:37	443	VUSLNNA1.att.com	AT&T Enterprises, LLC	AS7018					
20.252.44.58	443	daimleriotgw.att.com	Microsoft Corporation	AS8075	Microsoft Azure Application Gateway	v2		404 Not Found	
144.160.125.167	80	mydesktop-dr02u.att.com	AT&T Services, Inc.	AS797					
23.203.208.253	443	canopy-swu-playground.att.com;idptest.stage.blogin.att.com;ebondstaging.att.com;relay-attone.att.com;enterprisemm7.att.com;test-atttv-shopauth.att.com;inlet-access.att.com;canopy-leaf-playground.att.com;ebond.att.com;a23-203-208-253.deploy.static.akamaitechnologies.com;ebondtest.att.com;atttv-shopauth.att.com;relay-attone-qa.att.com;canopy-leaf.att.com;fiserv.idp.clogin.att.com;canopy-swu.att.com;fiserv.stage.clogin.att.com;inlet-access.stage.att.com;b2bprod.idp.blogin.att.com;ebondprod.att.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
104.104.5.203	443	sasvpdlr2vdna.itn.labs.att.com;a104-104-5-203.deploy.static.akamaitechnologies.com	Akamai International, BV	AS16625	AkamaiGHost			Invalid URL	
184.29.213.195	443	sasvpdlr2vdna.itn.labs.att.com;a184-29-213-195.deploy.static.akamaitechnologies.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
23.33.251.151	443	a23-33-251-151.deploy.static.akamaitechnologies.com;sasvpdl3r2vdna.itn.labs.att.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
23.33.37.49	443	canopy-swu-playground.att.com;idptest.stage.blogin.att.com;ebondstaging.att.com;relay-attone.att.com;enterprisemm7.att.com;test-atttv-shopauth.att.com;inlet-access.att.com;canopy-leaf-playground.att.com;ebond.att.com;ebondtest.att.com;atttv-shopauth.att.com;relay-attone-qa.att.com;canopy-leaf.att.com;fiserv.idp.clogin.att.com;canopy-swu.att.com;fiserv.stage.clogin.att.com;a23-33-37-49.deploy.static.akamaitechnologies.com;inlet-access.stage.att.com;b2bprod.idp.blogin.att.com;ebondprod.att.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
195.75.95.131	443	defrahvdue807.intl.att.com;hvd-intl14.att.com;defrahvdue805.intl.att.com;defrahvdue806.intl.att.com	Network of AT&T ITO	AS2686				VMware&nbsp;Horizon	
144.160.125.165	80	mydesktop-central06u.att.com	AT&T Services, Inc.	AS797					
34.105.45.18	443	afmfe10.att.com;login-afmfe.att.com;afmfe44.att.com;afmfe30.att.com;afmfe61.att.com;afmfe64.att.com;afmfe21.att.com;afmfe88.att.com;afmfe67.att.com;afmfe69.att.com;afmfe8.att.com;afmfe96.att.com;afmfe91.att.com;afmfe62.att.com;afmfe4.att.com;afmfe31.att.com;afmfe23.att.com;afmfe35.att.com;afmfe24.att.com;afmfe79.att.com;afmfe41.att.com;afmfe7.att.com;afmfe29.att.com;afmfe5.att.com;afmfe0.att.com;afmfe2.att.com;afmfe59.att.com;afmfe15.att.com;afmfe39.att.com;afmfe43.att.com;afmfe22.att.com;afmfe.att.com;afmfe66.att.com;afmfe1.att.com;afmfe80.att.com;afmfe34.att.com;afmfe94.att.com;afmfe73.att.com;afmfe46.att.com;afmfe14.att.com;afmfe49.att.com;afmfe38.att.com;afmfe70.att.com;afmfe72.att.com;afmfe77.att.com;afmfe74.att.com;afmfe11.att.com;afmfe27.att.com;afmfe60.att.com;afmfe92.att.com;afmfe71.att.com;afmfe76.att.com;afmfe17.att.com;afmfe25.att.com;afmfe63.att.com;afmfe40.att.com;afmfe6.att.com;afmfe37.att.com;18.45.105.34.bc.googleusercontent.com;afmfe84.att.com;afmfe55.att.com;afmfe13.att.com;afmfe20.att.com;afmfe85.att.com;afmfe65.att.com;afmfe28.att.com;afmfe16.att.com;afmfe56.att.com;afmfe54.att.com;afmfe51.att.com;afmfe75.att.com;afmfe52.att.com;afmfe90.att.com;afmfe97.att.com;afmfe81.att.com;afmfe48.att.com;afmfe86.att.com;afmfe78.att.com;afmfe3.att.com;afmfe57.att.com;afmfe12.att.com;afmfe95.att.com;afmfe50.att.com;afmfe26.att.com;afmfe47.att.com;afmfe89.att.com;afmfe87.att.com;afmfe19.att.com;afmfe58.att.com;afmfe82.att.com;afmfe9.att.com;afmfe36.att.com;afmfe45.att.com;afmfe32.att.com;afmfe53.att.com;afmfe42.att.com;afmfe93.att.com;afmfe83.att.com;afmfe18.att.com;afmfe33.att.com;afmfe68.att.com	Google LLC	AS396982				Login	
107.122.134.107	179	erioam-init.wireless.att.com	AT&T Enterprises, LLC	AS7018					
166.194.142.107	179	erioam-init.wireless.att.com	AT&T Enterprises, LLC	AS7018					
144.161.121.79	8443	mydesktop-east01u.att.com;mydesktop-ws1.att.com	AT&T Services, Inc.	AS797					
52.25.171.169	443	myinternetmanager.att.com;nimbus-shm-us-east-1.aws.3pc.att.com;ec2-52-25-171-169.us-west-2.compute.amazonaws.com;myhomenetwork.att.com;nimbus-shm-us-west-2.aws.3pc.att.com;nimbus-shm.aws.3pc.att.com;apishape-smarthomemanager.att.com;hnm.web.att.com	Amazon Technologies Inc.	AS16509				404 Not Found	
3.230.200.140	443	test-personalcloud-dc2.att.com;ec2-3-230-200-140.compute-1.amazonaws.com	Amazon Data Services NoVa	AS14618				404 Not Found	
144.160.125.164	80	mydesktop-central05u.att.com	AT&T Services, Inc.	AS797					
23.217.35.51	443	att-snow-calnet.idp.blogin.att.com;www.movies.att.net;portal.bellsouth.net;www.synaptic.att.com;test.currently.com;att-salesforce.idp.blogin.att.com;www.hometab.bellsouth.net;login-dev.attwifi.com;san1.attssl.com;smallbusiness.bellsouth.net;cloudapi.synaptic.att.com;www.uverse.com;business.bellsouth.net;www.pricechanges.bellsouth.net;test.attonlineoffers.com;fom-proxy.attwifi.com;review.attbelieves.com;www.attpurchasing.com;www.attsuppliers.com;test.attpurchasing.com;att-snow-calnet.test.blogin.att.com;login-dev1.attwifi.com;att-snow-lvmh.idp.blogin.att.com;uverse.com;att-csso.stage.blogin.att.com;a23-217-35-51.deploy.static.akamaitechnologies.com;portal.wholesale.att.com;www.dsl.bellsouth.net;att-hbomax.test.clogin.att.com;att-snow-lvmh.stage.blogin.att.com;switch2.bellsouth.net;www.hosting.bellsouth.net;ftp.pwp.att.net;www.pensionchoice.att.com;tchosted.synaptic.att.com;www.bellsouth.com;www.switchto.bellsouth.net;www.sbc.com;attonlineoffers.com;dsl.bellsouth.net;www.biz.bellsouth.net;www.shop.att.com;att-csso.idp.blogin.att.com;partner.api.att.net;fom.attwifi.com;test.gpvpn.att.com;www.enterprise.att.com;www.currently.net;att-snow-calnet.stage.blogin.att.com;pricechanges.bellsouth.net;att-hbomax.stage.clogin.att.com;www.carsonandquinn.com;geo.stage.att.com;www.attonlineoffers.com;att-hbomax.idp.clogin.att.com;www.customerservice.att.com;attpurchasing.com;fom-test.attwifi.com;attsuppliers.com;prtl-test.gpvpn.att.com;hr-access.test.att.com;icds.portal.att.net;www.roam.bellsouth.net;test.thanksloyalty.com;currently.com;test-portal.wholesale.att.com;orderstatus.test.att.com;test.cloudapi.synaptic.att.com;carsonandquinn.com;login.stage.att.net;www.itcanwait.com;www.business.bellsouth.net;home.secureapp.att.net;www.currently.com;att-globys.idp.blogin.att.com;login.attwifi.com;www.miportal.bellsouth.net;www.smallbusiness.att.net;att-yahoo.stage.att.net;att-salesforce.stage.blogin.att.com;www.switch2.bellsouth.net;www.my.att.net;test.synaptic.att.com;home.bellsouth.net;www.music.att.net;att-snow-lvmh.test.blogin.att.com;www.attbelieves.com;test.attsuppliers.com;itcanwait.com;clouduser-wdc1.synaptic.att.com;roam.bellsouth.net;www.elportal.att.net;www.mysmallbiz.att.net;switchto.bellsouth.net;www.thanksloyalty.com;www.research.att.com;att-yahoo.test.att.net;thanksloyalty.com;clouduser.synaptic.att.com;www.home.bellsouth.net;att-globys.stage.blogin.att.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
23.207.83.250	443	cjis.stage.flogin.att.com;ort-developer.firstnet.com;central.stage.firstnet.com;cfet-stage.firstnet.com;bfstg2-developer.firstnet.com;qa-developer.firstnet.com;test3-utf-www.firstnet.com;test2-www.firstnet.com;lb-fusion.firstnet.com;pm-fusion.firstnet.com;test3-pilot-www.firstnet.com;rafportal.firstnet.com;test3-www.firstnet.com;test-pilot-www.firstnet.com;a23-207-83-250.deploy.static.akamaitechnologies.com;tchosted.firstnet.com;www.firstnet.com;localcontrol.firstnet.com;premier.firstnet.com;test2-utf-www.firstnet.com;digital.firstnet.com;my-test.firstnet.com;firstnetcentral.firstnet.com;test2-pilot-www.firstnet.com;fusion.firstnet.com;test-premier.firstnet.com;notify.firstnet.com;soc.firstnet.att.com;stg-developer.firstnet.com;saml.test.flogin.att.com;central-test.firstnet.com;fnrr-dev.firstnet.com;firstnet.attssl.com;saml.stage.flogin.att.com;saml.idp.flogin.att.com;dev-developer.firstnet.com;developer.firstnet.com;test-developer.firstnet.com;perftest-wireless.firstnet.atttest.com;link.firstnet.com;cjis.idp.flogin.att.com;finalstg-developer.firstnet.com;cjis.test.flogin.att.com;incmgt-uat.stage.att.com;bfperf-developer.firstnet.com;test-utf-www.firstnet.com;dashboard-test.firstnet.com;prod-www.firstnet.com;test-www.firstnet.com;my.firstnet.com;dashboard.stage.firstnet.com;pilot-www.firstnet.com;utf-www.firstnet.com;notify-test.firstnet.com;bfstg1-developer.firstnet.com;pre-www.firstnet.com	Akamai Technologies, Inc.	AS55836	AkamaiGHost			Invalid URL	
35.173.147.209	443	sms.test-e.att.com;ec2-35-173-147-209.compute-1.amazonaws.com	Amazon Technologies Inc.	AS14618				404 Not Found	
23.43.202.245	443	sasvpdl3r2vdna.itn.labs.att.com;a23-43-202-245.deploy.static.akamaitechnologies.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
23.43.64.194	443	testaz.copyright.att.net;api.ato.cloud.att.com;mail-gaalpa1msl.exch.att.com;r-tst1.test-e.att.com;copyrightnew.stage.att.net;autodiscover.atttest.com;idprep-mpie.test-e.att.com;idp-mpie.test-e.att.com;failover-finalstage.att.com;cd.ato.cloud.att.com;dmp.test-e.att.com;pre-fs.att.com;bcmock.stage-e.att.com;secure-az-qc-test-e.cloud.att.com;stageaz-copyright.stage.att.net;biz-tst3.test-e.att.com;oidc.stage.blogin.att.com;mascert-nprd-eh-01.att.com;hdr3-oidc.test.att.com;m.stage.att.com;abshdr.test.att.com;review.attbelieves.com;idprep-fie.test-e.att.com;akastage-finalstage.att.com;bcst4.test.att.com;biz-tst1.test-e.att.com;brandcenter.test.att.com;lgw-dev-az.test.att.com;abshdr2.test.att.com;idpb2b-mpie.test-e.att.com;finalstage.att.com;bcuat2.stage-e.att.com;test6.att.com;tacs-ingress-test.att.com;troubleshoot-test2.test.att.com;csdktv.test.att.com;hdr-oidc.test.att.com;copyrightcms.stage.att.net;r-tst3.test-e.att.com;lgw-nprod-perf-az.test.att.com;aem-business.test-e.att.com;a23-43-64-194.deploy.static.akamaitechnologies.com;r-tst4.test-e.att.com;failover-fs.att.com;utf.stage.clogin.att.com;troubleshoot-test3.test.att.com;pre-finalstage.att.com;idc.test.att.com;akastage-identity.atttest.com;lgw-nprod-uat-az.test.att.com;idpb2b-fie.test-e.att.com;portal.ato.cloud.att.com;identity.atttest.com;boauthaccess.test.att.com;hdr2-oidc.test.att.com;r-tst2.test-e.att.com;biz-tst2.test-e.att.com;copyright-azeast.stage.att.net;dtv-auth.test.att.com;mail-cafrfd1msl.exch.att.com;aem-firstnet.test-e.att.com;in.ato.cloud.att.com;aem-preprodbusiness.test-e.att.com;bcuat4.stage-e.att.com;best-az.test.att.com;pre-brandcenter.test.att.com;bcuat3.stage-e.att.com;cdi.web.att.com;bcuat1.stage-e.att.com;idp-fie.test-e.att.com;tst.stage.att.com;globalsupplychain.test.att.com;premier.test.att.com;secure-az-stage-e.cloud.att.com;test2.att.com;utf.test.clogin.att.com;services-finalstage.att.com;test5.att.com;lgw-nprod-az.test.att.com;test3.att.com;fs.att.com;api-test-dmp.wireless.att.com;stageaz-copyright.att.net	Akamai International, BV	AS16625	AkamaiGHost			Invalid URL	
96.17.47.6	443	a96-17-47-6.deploy.static.akamaitechnologies.com;sasvpdl3r2vdna.itn.labs.att.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
104.103.161.50	443	testaz.copyright.att.net;api.ato.cloud.att.com;mail-gaalpa1msl.exch.att.com;r-tst1.test-e.att.com;copyrightnew.stage.att.net;autodiscover.atttest.com;idprep-mpie.test-e.att.com;idp-mpie.test-e.att.com;failover-finalstage.att.com;cd.ato.cloud.att.com;dmp.test-e.att.com;pre-fs.att.com;bcmock.stage-e.att.com;secure-az-qc-test-e.cloud.att.com;stageaz-copyright.stage.att.net;biz-tst3.test-e.att.com;a104-103-161-50.deploy.static.akamaitechnologies.com;oidc.stage.blogin.att.com;mascert-nprd-eh-01.att.com;hdr3-oidc.test.att.com;m.stage.att.com;abshdr.test.att.com;review.attbelieves.com;idprep-fie.test-e.att.com;akastage-finalstage.att.com;bcst4.test.att.com;biz-tst1.test-e.att.com;brandcenter.test.att.com;lgw-dev-az.test.att.com;abshdr2.test.att.com;idpb2b-mpie.test-e.att.com;finalstage.att.com;bcuat2.stage-e.att.com;test6.att.com;tacs-ingress-test.att.com;troubleshoot-test2.test.att.com;csdktv.test.att.com;hdr-oidc.test.att.com;copyrightcms.stage.att.net;r-tst3.test-e.att.com;lgw-nprod-perf-az.test.att.com;aem-business.test-e.att.com;r-tst4.test-e.att.com;failover-fs.att.com;utf.stage.clogin.att.com;troubleshoot-test3.test.att.com;pre-finalstage.att.com;idc.test.att.com;akastage-identity.atttest.com;lgw-nprod-uat-az.test.att.com;idpb2b-fie.test-e.att.com;portal.ato.cloud.att.com;identity.atttest.com;boauthaccess.test.att.com;hdr2-oidc.test.att.com;r-tst2.test-e.att.com;biz-tst2.test-e.att.com;copyright-azeast.stage.att.net;dtv-auth.test.att.com;mail-cafrfd1msl.exch.att.com;aem-firstnet.test-e.att.com;in.ato.cloud.att.com;aem-preprodbusiness.test-e.att.com;bcuat4.stage-e.att.com;best-az.test.att.com;pre-brandcenter.test.att.com;bcuat3.stage-e.att.com;cdi.web.att.com;bcuat1.stage-e.att.com;idp-fie.test-e.att.com;tst.stage.att.com;globalsupplychain.test.att.com;premier.test.att.com;secure-az-stage-e.cloud.att.com;test2.att.com;utf.test.clogin.att.com;services-finalstage.att.com;test5.att.com;lgw-nprod-az.test.att.com;test3.att.com;fs.att.com;api-test-dmp.wireless.att.com;stageaz-copyright.att.net	Akamai International, BV	AS16625	AkamaiGHost			Invalid URL	
23.65.203.208	443	techdocs.acdn.att.com;a23-65-203-208.deploy.static.akamaitechnologies.com	Akamai International, BV	AS16625	AkamaiGHost			Invalid URL	
104.16.175.62	2087	prod-bcjr-att-com.cc-ecdn.net	Cloudflare, Inc.	AS13335				403 Forbidden	
84.53.156.76	443	sasvpdlr2vdna.itn.labs.att.com;a84-53-156-76.deploy.static.akamaitechnologies.com	Akamai Technologies	AS16625	AkamaiGHost			Invalid URL	
88.221.70.250	443	a88-221-70-250.deploy.static.akamaitechnologies.com;techdocs.acdn.att.com	Akamai Technologies	AS16625	AkamaiGHost			Invalid URL	
195.75.95.157	443	defrahvdacc11.intl.att.com;defrahvdacc10.intl.att.com;hvd-intl01.att.com	Network of AT&T ITO	AS2686				Omnissa&nbsp;Horizon	
23.38.225.246	443	canopy-swu-playground.att.com;idptest.stage.blogin.att.com;ebondstaging.att.com;a23-38-225-246.deploy.static.akamaitechnologies.com;relay-attone.att.com;enterprisemm7.att.com;test-atttv-shopauth.att.com;inlet-access.att.com;canopy-leaf-playground.att.com;ebond.att.com;ebondtest.att.com;atttv-shopauth.att.com;relay-attone-qa.att.com;canopy-leaf.att.com;fiserv.idp.clogin.att.com;canopy-swu.att.com;fiserv.stage.clogin.att.com;inlet-access.stage.att.com;b2bprod.idp.blogin.att.com;ebondprod.att.com	Akamai Technologies, Inc.	AS16625	AkamaiGHost			Invalid URL	
62.200.148.40	443	bebrxhvdue606.intl.att.com;bebrxhvdue605.intl.att.com;hvd-intl13.att.com;bebrxhvdue607.intl.att.com	Network of AT&T ITO	AS2686				VMware&nbsp;Horizon	
144.161.121.83	8443	mydesktop-east02u.att.com;mydesktop-ws1.att.com	AT&T Services, Inc.	AS797					
144.161.121.76	8443	mydesktop-east02u.att.com;mydesktop-ws1.att.com	AT&T Services, Inc.	AS797					
23.222.34.46	443	a23-222-34-46.deploy.static.akamaitechnologies.com;techdocs.acdn.att.com	Akamai International, BV	AS16625	AkamaiGHost			Invalid URL	
201.130.47.99	443	mxspragat01.mx.att.com;mailmgc.mx.att.com;mail.mx.atttest.com;mxmgcagat02.mx.att.com;autodiscover.mx.att.com;mailmgc.mx.atttest.com;agatmgc.mx.atttest.com;agatspr.mx.att.com;mailspr.mx.att.com;agatmgc.mx.att.com;mxmgcagat01.mx.att.com;mailspr.mx.atttest.com;agatspr.mx.atttest.com;autodiscoverspr.mx.att.com;autodiscovermgc.mx.atttest.com;autodiscovermgc.mx.att.com;autodiscoverspr.mx.atttest.com;autodiscover.mx.atttest.com;mail.mx.att.com;agat.mx.att.com;agat.mx.atttest.com;mxspragat02.mx.att.com	AT&T COMUNICACIONES DIGITALES S DE RL DE CV	AS28469					
32.64.164.24	443	VHKHNNA3.att.com;vhkhnna3.attglobal.net	AT&T Enterprises, LLC	AS2687					
104.19.153.10	443	watch.att.com	Cloudflare, Inc.	AS13335	CloudFlare			403 Forbidden	
144.160.101.158	443	txlab.gpvpn.att.com;txdalabig.dadc.sbc.com;txlabpre.gpvpn.att.com;txlabgwa.gpvpn.att.com	AT&T Services, Inc.	AS797					
52.146.66.122	443	apollo-pvt.att.com.mx;myvehicle.stage.att.com;myvehicle-qc-payment.stage.att.com	Microsoft Corporation	AS8075	Microsoft Azure Application Gateway	v2		404 Not Found	
